timestamp, latitude, longitude ,mag_x,mag_y,mag_z
1545364972,51.3776,113.9821,0.1727349409624245,-0.021187765761835186,0.4713636488784503
1545364982,51.3066,114.9752,0.17363189336025703,-0.02235395512313009,0.469865939064809
1545364992,51.2266,115.9649,0.17459477810749194,-0.02348374458470825,0.4682430913724929
1545365002,51.1374,116.9507,0.1756227816573425,-0.024573756270040978,0.4664952682730955
1545365012,51.0393,117.9323,0.17671193817066552,-0.02562084420722103,0.46462521853598737
1545365022,50.9323,118.9094,0.17785996580206603,-0.026622080583370643,0.462634252095972
1545365032,50.8165,119.8816,0.1790637702735157,-0.027574573181907945,0.4605245256870227
1545365042,50.6919,120.8486,0.1803207710342049,-0.02847572753911859,0.4582976557367997
1545365051,50.5655,121.7622,0.18156102486130113,-0.029282073849548746,0.4560758390263564
1545365061,50.4241,122.7182,0.18291171540566775,-0.030076259389140363,0.45362776027830654
1545365071,50.2742,123.6681,0.18430550882032024,-0.030812456360266693,0.4510698812242147
1545365081,50.1158,124.6115,0.18573934606611317,-0.031488772154874715,0.44840455179256045
